periodo,cole_area_ubicacion,cole_bilingue,cole_caracter,cole_cod_mcpio_ubicacion,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,estu_privado_libertad,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20162,RURAL,N,ACADÉMICO,15189,COMPLETA,CIENEGA,OFICIAL,I.E. SANTO DOMINGO SAVIO,N,46.0,33.0,37.0,46.0,49.0,209.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15494,COMPLETA,NUEVO COLON,OFICIAL,I.E. NUESTRA SEÑORA DE LA ANTIGUA,N,52.0,39.0,34.0,32.0,43.0,191.0
20152,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CIUDAD DEL SOL,N,46.0,58.0,34.0,45.0,46.0,229.0
20142,URBANO,N,TÉCNICO,15097,COMPLETA,BOAVITA,OFICIAL,I.E. TECNICO AGRICOLA,N,44.0,45.0,44.0,31.0,40.0,202.0
20172,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,60.0,77.0,64.0,66.0,62.0,333.0
20142,RURAL,N,TÉCNICO,15531,COMPLETA,PAUNA,OFICIAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,N,49.0,53.0,44.0,49.0,41.0,235.0
20162,URBANO,N,TÉCNICO,15774,COMPLETA,SUSACON,OFICIAL,I.E. NUESTRA SEÑORA DEL CARMEN,N,52.0,61.0,48.0,56.0,48.0,266.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15740,COMPLETA,SIACHOQUE,OFICIAL,I.E. TECNICA IGNACIO GIL SANABRIA,N,37.0,74.0,59.0,60.0,57.0,303.0
20162,URBANO,N,TÉCNICO,15842,COMPLETA,UMBITA,OFICIAL,I.E. TECNICA SAN IGNACIO,N,62.0,75.0,58.0,68.0,57.0,320.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15690,COMPLETA,SANTA MARIA,OFICIAL,I.E. TEC JACINTO VEGA,N,51.0,44.0,55.0,57.0,48.0,254.0
20162,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15176,COMPLETA,CHIQUINQUIRA,OFICIAL,I.E. TECNICA LOS COMUNEROS,N,53.0,65.0,59.0,71.0,62.0,316.0
20172,RURAL,NO REPORTADO,ACADÉMICO,15238,TARDE,DUITAMA,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,N,57.0,54.0,58.0,55.0,58.0,282.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,68.0,74.0,72.0,72.0,67.0,355.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15377,COMPLETA,LABRANZAGRANDE,OFICIAL,I.E. VALENTÍN GARCIA,N,50.0,57.0,44.0,48.0,41.0,238.0
20152,URBANO,N,TÉCNICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,50.0,49.0,43.0,51.0,49.0,241.0
20142,URBANO,N,TÉCNICO,15097,COMPLETA,BOAVITA,OFICIAL,I.E. TECNICO AGRICOLA,N,38.0,40.0,50.0,33.0,47.0,211.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,39.0,36.0,38.0,42.0,40.0,196.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,59.0,58.0,53.0,58.0,57.0,283.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15757,COMPLETA,SOCHA,OFICIAL,I.E. TECNICA PEDRO JOSE SARMIENTO,N,51.0,51.0,52.0,47.0,42.0,241.0
20194,URBANO,N,TÉCNICO,15218,COMPLETA,COVARACHÍA,OFICIAL,I.E. SAN LUIS BELTRAN,N,49.0,56.0,45.0,49.0,47.0,246.0
20162,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,73.0,62.0,77.0,64.0,71.0,343.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,49.0,52.0,50.0,57.0,56.0,267.0
20172,URBANO,S,ACADÉMICO,15638,MAÑANA,SACHICA,OFICIAL,I.E. NUEVA GENERACION,N,41.0,58.0,44.0,51.0,46.0,245.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15299,COMPLETA,GARAGOA,OFICIAL,I.E.T. SAN LUIS,N,41.0,60.0,64.0,57.0,57.0,291.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO DE LA PRESENTACION TUNJA,N,80.0,73.0,71.0,70.0,73.0,362.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,37.0,35.0,29.0,34.0,33.0,165.0
20194,URBANO,N,TÉCNICO,15810,COMPLETA,TIPACOQUE,OFICIAL,IE LUCAS CABALLERO CALDERON,N,48.0,54.0,70.0,52.0,66.0,298.0
20194,URBANO,N,TÉCNICO,15299,COMPLETA,GARAGOA,OFICIAL,I.E. MARCO AURELIO BERNAL,N,40.0,47.0,38.0,49.0,50.0,228.0
20194,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,INSTITUCION EDUCATIVA URIBESCO,N,57.0,41.0,39.0,31.0,38.0,194.0
20152,RURAL,NO REPORTADO,TÉCNICO,15533,COMPLETA,PAYA,OFICIAL,I.E. EL ROSARIO,N,38.0,50.0,54.0,52.0,57.0,260.0
20194,URBANO,N,TÉCNICO,15090,COMPLETA,BERBEO,OFICIAL,I.E. CAMPO ELIAS CORTES,N,52.0,43.0,47.0,46.0,51.0,236.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,74.0,49.0,45.0,56.0,58.0,268.0
20194,RURAL,NO REPORTADO,TÉCNICO,15507,COMPLETA,OTANCHE,OFICIAL,I.E. SAMUEL IGNACIO SANTAMARIA,N,40.0,45.0,49.0,44.0,45.0,227.0
20194,RURAL,N,TÉCNICO,15469,COMPLETA,MONIQUIRÁ,OFICIAL,I.E. HERNANDO GELVEZ SUAREZ,N,57.0,63.0,56.0,54.0,57.0,287.0
20142,URBANO,N,TÉCNICO,15664,COMPLETA,SAN JOSE DE PARE,OFICIAL,IE HORIZONTES,N,47.0,48.0,46.0,46.0,44.0,230.0
20142,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO INTEGRAL DE LOS ANDES,N,43.0,47.0,39.0,38.0,41.0,207.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15244,COMPLETA,EL COCUY,OFICIAL,I.E. JOSE SANTOS GUTIERREZ,N,55.0,74.0,57.0,64.0,63.0,319.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,UNICA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES,N,60.0,65.0,57.0,64.0,54.0,300.0
20162,URBANO,N,ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. EL ROSARIO,N,57.0,50.0,53.0,56.0,49.0,263.0
20172,URBANO,NO REPORTADO,TÉCNICO,15176,COMPLETA,CHIQUINQUIRA,NO OFICIAL,GIMNASIO CRISTIANO JESUCRISTO ES EL REY,N,57.0,51.0,51.0,56.0,55.0,268.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,38.0,42.0,32.0,36.0,45.0,193.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,50.0,50.0,51.0,47.0,50.0,248.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15442,COMPLETA,MARIPI,OFICIAL,I.E. JORGE ELIECER GAITAN,N,43.0,39.0,43.0,42.0,41.0,207.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,INSTITUCION EDUCATIVA URIBESCO,N,52.0,49.0,46.0,59.0,50.0,255.0
20194,URBANO,N,TÉCNICO,15842,COMPLETA,ÚMBITA,OFICIAL,I.E. TECNICA SAN IGNACIO,N,40.0,38.0,37.0,34.0,35.0,182.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,55.0,67.0,68.0,64.0,72.0,334.0
20194,URBANO,N,ACADÉMICO,15226,UNICA,CUÍTIVA,OFICIAL,I.E. SANTO DOMINGO SAVIO,N,57.0,62.0,48.0,50.0,46.0,260.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRÁ,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,39.0,53.0,42.0,41.0,61.0,242.0
20162,RURAL,N,TÉCNICO,15842,COMPLETA,UMBITA,OFICIAL,I.E. TECNICA AGROPECUARIA,N,56.0,47.0,50.0,59.0,45.0,253.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,51.0,50.0,58.0,38.0,59.0,256.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,58.0,49.0,59.0,54.0,51.0,268.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15632,MAÑANA,SABOYA,OFICIAL,IE NORMAL SUPERIOR,N,38.0,41.0,40.0,37.0,40.0,197.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15189,COMPLETA,CIENEGA,OFICIAL,I.E. JOSE CAYETANO VASQUEZ,N,41.0,46.0,31.0,50.0,44.0,213.0
20142,RURAL,N,ACADÉMICO,15047,MAÑANA,AQUITANIA,OFICIAL,IE SUSE,N,44.0,47.0,51.0,41.0,47.0,232.0
20201,URBANO,N,ACADÉMICO,15176,SABATINA,CHIQUINQUIRÁ,NO OFICIAL,IE ALBERT EINSTEIN,N,35.0,38.0,40.0,42.0,38.0,196.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15762,COMPLETA,SORA,OFICIAL,IE DE SORA,N,61.0,59.0,52.0,61.0,56.0,286.0
20162,URBANO,N,ACADÉMICO,15480,COMPLETA,MUZO,OFICIAL,I.E. SAN MARCOS,N,34.0,45.0,40.0,46.0,46.0,218.0
20142,RURAL,NO REPORTADO,ACADÉMICO,15842,COMPLETA,UMBITA,OFICIAL,IE DIVINO NIÑO,N,49.0,34.0,39.0,45.0,36.0,197.0
20142,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,IE SAN PEDRO CLAVER,N,44.0,47.0,38.0,22.0,55.0,204.0
20162,URBANO,N,TÉCNICO,15820,COMPLETA,TOPAGA,OFICIAL,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,N,59.0,53.0,51.0,52.0,59.0,270.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,40.0,52.0,49.0,51.0,51.0,249.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15693,COMPLETA,SANTA ROSA DE VITERBO,OFICIAL,I.E. CASILDA ZAFRA,N,46.0,59.0,44.0,49.0,55.0,257.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,N,46.0,68.0,69.0,64.0,65.0,325.0
20162,URBANO,N,TÉCNICO,15403,COMPLETA,LA UVITA,OFICIAL,I.E. NUESTRA SEÑORA DE LAS MERCEDES,N,52.0,54.0,51.0,60.0,56.0,274.0
20194,URBANO,N,ACADÉMICO,15162,COMPLETA,CERINZA,OFICIAL,I.E. DE CERINZA,N,46.0,58.0,34.0,50.0,54.0,244.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15514,COMPLETA,PAEZ,OFICIAL,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,N,55.0,66.0,66.0,63.0,70.0,327.0
20152,URBANO,N,ACADÉMICO,15469,COMPLETA,MONIQUIRA,NO OFICIAL,I.E. SAN MIGUEL ARCANGEL,N,55.0,60.0,50.0,55.0,60.0,281.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,N,59.0,55.0,57.0,61.0,58.0,289.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15491,MAÑANA,NOBSA,OFICIAL,I.E. TECNICA DE NOBSA,N,71.0,63.0,65.0,53.0,63.0,309.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15332,COMPLETA,GÜICÁN DE LA SIERRA,OFICIAL,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,N,42.0,49.0,53.0,46.0,56.0,252.0
20162,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,45.0,44.0,42.0,41.0,44.0,214.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,49.0,47.0,47.0,51.0,54.0,248.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO SALESIANO MALDONADO,N,54.0,53.0,43.0,48.0,43.0,237.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,TARDE,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,42.0,55.0,47.0,44.0,47.0,239.0
20142,URBANO,N,TÉCNICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,N,52.0,64.0,47.0,55.0,56.0,276.0
20194,URBANO,N,TÉCNICO,15238,UNICA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,61.0,66.0,76.0,65.0,78.0,352.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,TARDE,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,53.0,62.0,60.0,61.0,57.0,298.0
20172,URBANO,N,ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,N,45.0,59.0,50.0,47.0,50.0,255.0
20142,URBANO,N,ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO COLOMBO BRITANICO,N,52.0,36.0,33.0,47.0,48.0,209.0
20142,RURAL,N,TÉCNICO,15272,COMPLETA,FIRAVITOBA,OFICIAL,I.E. TECNICA AGROPECUARIA SAN ANTONIO,N,45.0,53.0,53.0,58.0,52.0,267.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15087,UNICA,BELEN,OFICIAL,I.E.T. CARLOS ALBERTO OLANO VALDERRAMA,N,49.0,42.0,49.0,57.0,53.0,251.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,74.0,66.0,72.0,65.0,68.0,341.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15757,COMPLETA,SOCHA,OFICIAL,I.E. ESCUELA NORMAL SUPERIOR,N,57.0,74.0,54.0,66.0,63.0,318.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUCIÓN EDUCATIVA LIBERTADOR SIMON BOLIVAR,N,47.0,50.0,61.0,57.0,43.0,262.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO LA PRESENTACIÓN,N,77.0,61.0,56.0,65.0,63.0,312.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,55.0,69.0,61.0,73.0,62.0,327.0
20152,URBANO,N,ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,N,43.0,45.0,31.0,38.0,41.0,195.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,48.0,55.0,46.0,46.0,49.0,245.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,54.0,53.0,60.0,58.0,48.0,273.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,50.0,45.0,48.0,47.0,51.0,240.0
20172,URBANO,N,TÉCNICO,15761,COMPLETA,SOMONDOCO,OFICIAL,I.E. TECNICA JOSE BENIGNO PERILLA,N,36.0,40.0,49.0,54.0,54.0,241.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,57.0,67.0,60.0,60.0,63.0,310.0
20194,RURAL,N,TÉCNICO,15180,COMPLETA,CHISCAS,OFICIAL,I.E.T. AGROPECUARIO,N,62.0,63.0,62.0,60.0,68.0,316.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,56.0,66.0,65.0,71.0,67.0,332.0
20142,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CIUDAD DEL SOL,N,50.0,64.0,53.0,61.0,51.0,283.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,76.0,77.0,66.0,69.0,54.0,336.0
20142,RURAL,N,TÉCNICO,15897,SABATINA,ZETAQUIRA,OFICIAL,IE LIBARDO CUERVO PATARROYO,N,44.0,47.0,45.0,45.0,43.0,225.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15693,COMPLETA,SANTA ROSA DE VITERBO,OFICIAL,IE CARLOS ARTURO TORRES PEÑA,N,64.0,68.0,70.0,69.0,75.0,350.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,44.0,58.0,62.0,56.0,58.0,287.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,73.0,69.0,64.0,66.0,58.0,325.0
20142,URBANO,N,TÉCNICO,15790,COMPLETA,TASCO,OFICIAL,I.E. JORGE GUILLERMO MOJICA MARQUEZ,N,43.0,48.0,59.0,66.0,51.0,275.0
20194,URBANO,N,ACADÉMICO,15572,MAÑANA,PUERTO BOYACÁ,OFICIAL,IE SAN PEDRO CLAVER,N,52.0,53.0,53.0,45.0,52.0,254.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,48.0,58.0,58.0,61.0,66.0,298.0
20172,URBANO,N,TÉCNICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,50.0,47.0,62.0,46.0,63.0,271.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,48.0,47.0,49.0,51.0,64.0,262.0
20162,URBANO,S,TÉCNICO/ACADÉMICO,15673,COMPLETA,SAN MATEO,OFICIAL,I.E. NORMAL SUPERIOR,N,57.0,63.0,46.0,59.0,56.0,282.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,N,53.0,45.0,53.0,47.0,58.0,255.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15740,COMPLETA,SIACHOQUE,OFICIAL,I.E. TECNICA IGNACIO GIL SANABRIA,N,48.0,35.0,42.0,49.0,43.0,215.0
20142,URBANO,N,ACADÉMICO,15238,NOCHE,DUITAMA,NO OFICIAL,COLEGIO MAYOR LEON XIII,N,58.0,53.0,52.0,59.0,57.0,277.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO COOPERATIVO REYES PATRIA,N,54.0,67.0,64.0,58.0,61.0,309.0
20172,URBANO,N,TÉCNICO,15531,COMPLETA,PAUNA,OFICIAL,I.E.T NACIONALIZADO DE PAUNA,N,38.0,48.0,40.0,43.0,54.0,228.0
20162,URBANO,N,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,N,44.0,56.0,56.0,52.0,51.0,265.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15491,MAÑANA,NOBSA,OFICIAL,I.E. TECNICA DE NOBSA,N,53.0,49.0,50.0,55.0,49.0,255.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CELCO,N,46.0,49.0,59.0,52.0,44.0,253.0
20152,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CIUDAD DEL SOL,N,49.0,63.0,53.0,48.0,46.0,261.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,73.0,64.0,62.0,53.0,61.0,305.0
20142,URBANO,N,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,N,58.0,64.0,50.0,66.0,55.0,293.0
20142,RURAL,NO REPORTADO,TÉCNICO,15667,COMPLETA,SAN LUIS DE GACENO,OFICIAL,I.E. TELEPALMERITAS,N,36.0,43.0,52.0,46.0,55.0,240.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,GIMNASIO GRAN COLOMBIANO,N,43.0,50.0,52.0,53.0,50.0,253.0
20194,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,67.0,70.0,71.0,66.0,72.0,348.0
20162,URBANO,N,TÉCNICO,15518,COMPLETA,PAJARITO,OFICIAL,I.E. AGROPECUARIA,N,48.0,52.0,43.0,52.0,48.0,242.0
20162,URBANO,N,TÉCNICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,N,46.0,51.0,47.0,56.0,55.0,259.0
20194,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,52.0,43.0,44.0,38.0,46.0,217.0
20152,RURAL,S,ACADÉMICO,15204,COMPLETA,COMBITA,NO OFICIAL,COUNTRY BILINGUAL SCHOOL,N,50.0,54.0,57.0,56.0,53.0,273.0
20172,URBANO,N,ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE JUAN JOSE RONDON,N,52.0,46.0,57.0,52.0,55.0,262.0
20142,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,52.0,59.0,53.0,63.0,63.0,295.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO MILITAR INOCENCIO CHINCA,N,56.0,61.0,50.0,59.0,47.0,272.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,63.0,70.0,70.0,63.0,75.0,344.0
20162,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO INTEGRAL DE LOS ANDES,N,42.0,46.0,46.0,50.0,46.0,232.0
20142,URBANO,N,TÉCNICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,44.0,46.0,49.0,53.0,48.0,243.0
20172,URBANO,N,TÉCNICO,15466,COMPLETA,MONGUI,OFICIAL,I.E.T. JOSE ACEVEDO Y GOMEZ,N,52.0,59.0,59.0,68.0,51.0,293.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,58.0,52.0,58.0,60.0,48.0,274.0
20194,URBANO,N,TÉCNICO,15835,COMPLETA,TURMEQUÉ,OFICIAL,I.E. TECNICA INDUSTRIAL,N,58.0,46.0,46.0,54.0,56.0,255.0
20142,URBANO,N,TÉCNICO,15842,COMPLETA,UMBITA,OFICIAL,I.E. TECNICA SAN IGNACIO,N,56.0,47.0,56.0,66.0,65.0,292.0
20152,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO ANDINO DE TUNJA,N,79.0,86.0,68.0,75.0,66.0,371.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,GUSTAVO ROJAS PINILLA.,N,60.0,43.0,35.0,42.0,43.0,211.0
20152,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO SALESIANO MALDONADO,N,76.0,68.0,63.0,66.0,65.0,332.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUCIÓN EDUCATIVA LIBERTADOR SIMON BOLIVAR,N,40.0,37.0,39.0,48.0,41.0,206.0
20142,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,68.0,72.0,54.0,65.0,51.0,305.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO DE LA PRESENTACION TUNJA,N,62.0,50.0,55.0,53.0,60.0,275.0
20162,URBANO,N,ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. EL ROSARIO,N,65.0,68.0,61.0,73.0,70.0,339.0
