periodo,cole_area_ubicacion,cole_bilingue,cole_caracter,cole_cod_mcpio_ubicacion,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,estu_privado_libertad,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20172,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO LA PRESENTACIÓN,N,72.0,68.0,73.0,64.0,67.0,342.0
20172,RURAL,NO REPORTADO,ACADÉMICO,15804,COMPLETA,TIBANA,OFICIAL,IE ANDRES ROMERO AREVALO,N,56.0,41.0,57.0,51.0,48.0,249.0
20152,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,53.0,41.0,30.0,41.0,32.0,187.0
20162,URBANO,N,TÉCNICO,15367,COMPLETA,JENESANO,OFICIAL,I.E.T. COMERCIAL,N,58.0,55.0,52.0,58.0,54.0,275.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,52.0,74.0,78.0,63.0,69.0,348.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,53.0,65.0,50.0,60.0,61.0,293.0
20172,URBANO,N,TÉCNICO,15293,COMPLETA,GACHANTIVA,OFICIAL,I.E. JUAN JOSE NEIRA,N,34.0,41.0,52.0,49.0,47.0,231.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRÁ,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,29.0,31.0,24.0,33.0,37.0,155.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15232,MAÑANA,CHIQUIZA,OFICIAL,I.E.T. SAN PEDRO DE IGUAQUE,N,44.0,36.0,46.0,40.0,44.0,208.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,61.0,61.0,55.0,50.0,56.0,280.0
20172,RURAL,N,ACADÉMICO,15681,COMPLETA,SAN PABLO DE BORBUR,OFICIAL,IE SANTA BARBARA,N,50.0,61.0,53.0,43.0,57.0,266.0
20162,URBANO,N,TÉCNICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,50.0,42.0,48.0,52.0,51.0,242.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,41.0,58.0,55.0,58.0,49.0,270.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,58.0,66.0,64.0,59.0,58.0,307.0
20142,URBANO,N,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,N,44.0,47.0,37.0,49.0,40.0,217.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,79.0,61.0,59.0,63.0,58.0,308.0
20162,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,62.0,47.0,49.0,49.0,55.0,255.0
20162,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,55.0,69.0,57.0,66.0,61.0,314.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,50.0,60.0,62.0,62.0,56.0,296.0
20162,RURAL,N,ACADÉMICO,15837,COMPLETA,TUTA,OFICIAL,IE SAN NICOLAS,N,48.0,65.0,71.0,68.0,60.0,323.0
20172,RURAL,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACA,OFICIAL,I.E.T. PUERTO SERVIEZ,N,39.0,48.0,50.0,48.0,51.0,242.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15693,UNICA,SANTA ROSA DE VITERBO,OFICIAL,IE CARLOS ARTURO TORRES PEÑA,N,59.0,70.0,53.0,59.0,62.0,304.0
20142,URBANO,N,ACADÉMICO,15816,COMPLETA,TOGUI,OFICIAL,I.E. HAYDEE CAMACHO SAAVEDRA,N,47.0,59.0,65.0,59.0,51.0,288.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO LA PRESENTACIÓN,N,68.0,77.0,69.0,71.0,60.0,346.0
20152,URBANO,N,ACADÉMICO,15806,COMPLETA,TIBASOSA,OFICIAL,I.E. JORGE CLEMENTE PALACIOS,N,49.0,52.0,49.0,45.0,49.0,244.0
20162,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,68.0,79.0,70.0,76.0,72.0,370.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,I.E. FRANCISCO DE PAULA SANTANDER,N,58.0,45.0,46.0,52.0,42.0,236.0
20152,URBANO,N,TÉCNICO,15407,MAÑANA,VILLA DE LEYVA,OFICIAL,I.E. TEC IND ANTONIO RICAURTE,N,38.0,28.0,40.0,24.0,38.0,165.0
20194,URBANO,N,TÉCNICO,15464,COMPLETA,MONGUA,OFICIAL,I.E.T. LISANDRO CELY,N,54.0,58.0,58.0,57.0,67.0,298.0
20142,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,34.0,56.0,55.0,55.0,54.0,267.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,39.0,30.0,38.0,42.0,43.0,192.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,74.0,61.0,61.0,60.0,65.0,313.0
20152,URBANO,S,TÉCNICO/ACADÉMICO,15673,COMPLETA,SAN MATEO,OFICIAL,I.E. NORMAL SUPERIOR,N,49.0,42.0,54.0,50.0,57.0,253.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15814,COMPLETA,TOCA,OFICIAL,I.E. PLINIO MENDOZA NEIRA,N,51.0,49.0,48.0,52.0,42.0,240.0
20152,URBANO,N,ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE JUAN JOSE RONDON,N,53.0,55.0,44.0,51.0,49.0,250.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,50.0,57.0,63.0,51.0,49.0,273.0
20162,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CIUDAD DEL SOL,N,51.0,46.0,39.0,49.0,40.0,220.0
20142,URBANO,N,TÉCNICO,15835,COMPLETA,TURMEQUE,OFICIAL,I.E. TECNICA INDUSTRIAL,N,48.0,52.0,50.0,48.0,41.0,239.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,45.0,51.0,64.0,53.0,56.0,276.0
20172,RURAL,N,ACADÉMICO,15632,MAÑANA,SABOYA,OFICIAL,IE JOSE MARIA CORDOBA,N,39.0,42.0,35.0,41.0,42.0,200.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,52.0,50.0,59.0,60.0,57.0,281.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E.T PANTANO DE VARGAS,N,40.0,55.0,47.0,40.0,56.0,244.0
20142,URBANO,N,TÉCNICO,15272,MAÑANA,FIRAVITOBA,OFICIAL,I.E.T. DE FIRAVITOBA,N,55.0,46.0,52.0,38.0,52.0,238.0
20172,URBANO,N,ACADÉMICO,15176,SABATINA,CHIQUINQUIRA,NO OFICIAL,CORPORACION SANTO DOMINGO,N,39.0,25.0,31.0,33.0,43.0,167.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA LOS LIBERTADORES,N,55.0,55.0,51.0,50.0,50.0,259.0
20162,URBANO,N,TÉCNICO,15798,COMPLETA,TENZA,OFICIAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,N,56.0,61.0,55.0,56.0,61.0,291.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,71.0,70.0,61.0,60.0,64.0,321.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15494,COMPLETA,NUEVO COLON,OFICIAL,I.E. NUESTRA SEÑORA DE LA ANTIGUA,N,44.0,57.0,49.0,44.0,53.0,251.0
20194,URBANO,N,TÉCNICO,15407,MAÑANA,VILLA DE LEYVA,OFICIAL,I.E. TEC IND ANTONIO RICAURTE,N,42.0,48.0,47.0,55.0,55.0,253.0
20152,URBANO,S,TÉCNICO/ACADÉMICO,15673,COMPLETA,SAN MATEO,OFICIAL,I.E. NORMAL SUPERIOR,N,55.0,47.0,48.0,44.0,53.0,243.0
20172,URBANO,N,TÉCNICO,15531,SABATINA,PAUNA,OFICIAL,I.E.T NACIONALIZADO DE PAUNA,N,30.0,35.0,36.0,48.0,43.0,198.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,44.0,46.0,32.0,38.0,40.0,197.0
20162,URBANO,N,ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,CORPORACION SANTO DOMINGO,N,61.0,50.0,39.0,47.0,44.0,232.0
20142,URBANO,N,TÉCNICO,15832,MAÑANA,TUNUNGUA,OFICIAL,IE LUIS GUILLERMO ROJAS BARRERA,N,52.0,36.0,35.0,50.0,47.0,214.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,46.0,56.0,35.0,46.0,44.0,227.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,56.0,62.0,53.0,61.0,52.0,285.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15676,COMPLETA,SAN MIGUEL DE SEMA,OFICIAL,I.E. ALFONSO VANEGAS SIERRA,N,50.0,47.0,44.0,55.0,46.0,241.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15183,COMPLETA,CHITA,OFICIAL,I.E. JOSE MARIA POTIER,N,39.0,37.0,36.0,40.0,40.0,192.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15516,MAÑANA,PAIPA,NO OFICIAL,COL JOSE ASUNCION SILVA,N,49.0,54.0,54.0,55.0,49.0,263.0
20194,URBANO,N,TÉCNICO,15839,COMPLETA,TUTAZÁ,OFICIAL,I.E. TECNICA PIO MORANTES,N,36.0,43.0,42.0,34.0,32.0,188.0
20194,RURAL,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACÁ,OFICIAL,I.E.T. PUERTO SERVIEZ,N,40.0,20.0,42.0,37.0,39.0,175.0
20194,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15176,COMPLETA,CHIQUINQUIRÁ,OFICIAL,I.E. TECNICA LOS COMUNEROS,N,46.0,67.0,49.0,46.0,48.0,260.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,38.0,47.0,43.0,56.0,43.0,233.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,NO OFICIAL,I.E. ACADEMICO DE PAIPA,N,69.0,71.0,75.0,69.0,68.0,353.0
20142,URBANO,N,TÉCNICO,15403,COMPLETA,LA UVITA,OFICIAL,I.E. NUESTRA SEÑORA DE LAS MERCEDES,N,47.0,55.0,55.0,40.0,48.0,247.0
20152,URBANO,N,TÉCNICO,15407,MAÑANA,VILLA DE LEYVA,OFICIAL,I.E. TEC IND ANTONIO RICAURTE,N,49.0,57.0,47.0,54.0,52.0,261.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,COMPLETA,CHIQUINQUIRA,OFICIAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,N,48.0,45.0,60.0,46.0,47.0,246.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SALESIANO,N,57.0,52.0,58.0,57.0,57.0,280.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15632,MAÑANA,SABOYA,OFICIAL,IE NORMAL SUPERIOR,N,46.0,35.0,37.0,39.0,41.0,193.0
20142,RURAL,N,TÉCNICO/ACADÉMICO,15806,COMPLETA,TIBASOSA,OFICIAL,IE TECNICO INDUSTRIAL,N,44.0,36.0,50.0,48.0,48.0,227.0
20172,URBANO,N,ACADÉMICO,15104,MAÑANA,BOYACA,OFICIAL,I.E. DE BOYACA,N,40.0,39.0,48.0,49.0,48.0,228.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,58.0,45.0,57.0,52.0,62.0,272.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,43.0,41.0,45.0,44.0,53.0,228.0
20194,RURAL,N,TÉCNICO,15837,MAÑANA,TUTA,OFICIAL,I.E. EL CRUCE,N,48.0,46.0,47.0,41.0,39.0,218.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,55.0,65.0,56.0,66.0,68.0,315.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,NOCHE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA MAGDALENA,N,49.0,54.0,57.0,47.0,46.0,254.0
20194,URBANO,N,TÉCNICO,15511,COMPLETA,PACHAVITA,OFICIAL,I.E. TECNICA HONORIO ANGEL Y OLARTE,N,56.0,57.0,53.0,53.0,47.0,264.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,49.0,50.0,49.0,51.0,46.0,245.0
20172,URBANO,N,ACADÉMICO,15109,SABATINA,BUENAVISTA,OFICIAL,I.E. JOSE MARIA SILVA SALAZAR,N,39.0,37.0,38.0,35.0,45.0,194.0
20142,URBANO,NO REPORTADO,ACADÉMICO,15516,MAÑANA,PAIPA,NO OFICIAL,COL JOSE ASUNCION SILVA,N,53.0,47.0,51.0,54.0,52.0,256.0
20162,URBANO,N,ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. EL ROSARIO,N,53.0,60.0,63.0,66.0,57.0,305.0
20194,RURAL,NO REPORTADO,ACADÉMICO,15776,COMPLETA,SUTAMARCHÁN,OFICIAL,IE PEDREGAL ALTO,N,50.0,45.0,49.0,43.0,48.0,233.0
20152,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,50.0,52.0,45.0,50.0,48.0,244.0
20172,URBANO,N,ACADÉMICO,15162,COMPLETA,CERINZA,OFICIAL,I.E. DE CERINZA,N,71.0,68.0,64.0,58.0,64.0,320.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO DE LA PRESENTACION TUNJA,N,59.0,49.0,60.0,54.0,55.0,274.0
20142,RURAL,N,ACADÉMICO,15572,MAÑANA,PUERTO BOYACA,OFICIAL,I.E. EL PRADO,N,49.0,47.0,47.0,46.0,43.0,230.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,45.0,45.0,59.0,48.0,55.0,256.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15764,COMPLETA,SORACA,OFICIAL,IE SIMON BOLIVAR,N,52.0,58.0,52.0,66.0,55.0,287.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15224,COMPLETA,CUCAITA,OFICIAL,I.E. SAN FELIPE,N,32.0,51.0,49.0,49.0,40.0,230.0
20162,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO COOSERVICIOS DAGOBERTO JIMENEZ JIMENEZ,N,62.0,59.0,68.0,66.0,61.0,317.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,65.0,77.0,55.0,61.0,60.0,317.0
20162,URBANO,N,TÉCNICO,15511,COMPLETA,PACHAVITA,OFICIAL,I.E. TECNICA HONORIO ANGEL Y OLARTE,N,48.0,56.0,54.0,56.0,63.0,282.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,74.0,64.0,50.0,60.0,65.0,304.0
20194,URBANO,N,ACADÉMICO,15816,COMPLETA,TOGÜÍ,OFICIAL,I.E. HAYDEE CAMACHO SAAVEDRA,N,60.0,59.0,59.0,49.0,55.0,279.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15204,MAÑANA,CÓMBITA,OFICIAL,I.E. SAN FRANCISCO,N,52.0,45.0,54.0,54.0,59.0,265.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,UNICA,TUNJA,OFICIAL,GUSTAVO ROJAS PINILLA.,N,55.0,57.0,57.0,57.0,50.0,276.0
20194,RURAL,NO REPORTADO,ACADÉMICO,15842,COMPLETA,ÚMBITA,OFICIAL,IE SAN ISIDRO,N,51.0,44.0,44.0,39.0,44.0,217.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACA,OFICIAL,I.E. TECNICA SALAMANCA,N,44.0,38.0,49.0,47.0,51.0,230.0
20142,URBANO,N,TÉCNICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,N,58.0,67.0,65.0,65.0,75.0,336.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACA,OFICIAL,I.E. TECNICA NACIONALIZADA DE SAMACA,N,53.0,55.0,56.0,51.0,44.0,258.0
20194,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,41.0,36.0,21.0,36.0,42.0,172.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,49.0,41.0,42.0,46.0,46.0,221.0
20152,URBANO,N,ACADÉMICO,15542,COMPLETA,PESCA,OFICIAL,I.E. INDALECIO VASQUEZ,N,44.0,39.0,30.0,42.0,40.0,191.0
20152,RURAL,NO REPORTADO,ACADÉMICO,15238,TARDE,DUITAMA,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,N,55.0,42.0,59.0,47.0,40.0,238.0
20162,RURAL,N,TÉCNICO,15599,COMPLETA,RAMIRIQUI,OFICIAL,IE NAGUATA,N,45.0,47.0,48.0,53.0,47.0,241.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15837,COMPLETA,TUTA,OFICIAL,I.E. TÉCNICA CHICAMOCHA,N,43.0,54.0,40.0,53.0,43.0,236.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUI,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,45.0,44.0,52.0,47.0,66.0,258.0
20172,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,IE JOSE ANTONIO GALAN,N,56.0,53.0,29.0,46.0,49.0,226.0
20172,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,NO OFICIAL,COLEGIO BOSTON,N,40.0,41.0,29.0,32.0,38.0,177.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,LICEO COOPERATIVO CAMPESTRE,N,66.0,79.0,67.0,72.0,61.0,347.0
20152,RURAL,NO REPORTADO,TÉCNICO,15646,COMPLETA,SAMACA,OFICIAL,I.E. TECNICA LA LIBERTAD,N,58.0,60.0,63.0,61.0,65.0,310.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACA,OFICIAL,I.E. TECNICA NACIONALIZADA DE SAMACA,N,64.0,67.0,67.0,65.0,58.0,321.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,54.0,50.0,51.0,52.0,55.0,261.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,76.0,79.0,72.0,70.0,78.0,374.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,77.0,70.0,72.0,70.0,80.0,367.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15442,COMPLETA,MARIPI,OFICIAL,I.E. TECNICA ZULIA DE MARIPI,N,56.0,60.0,67.0,69.0,65.0,323.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,45.0,49.0,47.0,52.0,45.0,240.0
20162,URBANO,N,TÉCNICO,15097,COMPLETA,BOAVITA,OFICIAL,I.E. TECNICO AGRICOLA,N,50.0,56.0,46.0,51.0,48.0,249.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,49.0,53.0,54.0,56.0,48.0,262.0
20172,RURAL,N,TÉCNICO,15476,MAÑANA,MOTAVITA,OFICIAL,I.E.T. AMBIENTAL SOTE PANELAS,N,40.0,47.0,44.0,49.0,46.0,230.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,58.0,65.0,50.0,58.0,60.0,291.0
20162,RURAL,N,TÉCNICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PUENTE DE PIEDRA,N,48.0,49.0,40.0,53.0,45.0,234.0
20142,URBANO,N,TÉCNICO,15667,COMPLETA,SAN LUIS DE GACENO,OFICIAL,I.E. SAN LUIS DE GACENO,N,47.0,41.0,44.0,51.0,44.0,226.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,68.0,79.0,56.0,66.0,69.0,338.0
20142,URBANO,N,ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,N,41.0,36.0,41.0,39.0,36.0,191.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,43.0,49.0,50.0,55.0,50.0,252.0
20152,URBANO,N,ACADÉMICO,15238,NOCHE,DUITAMA,NO OFICIAL,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,N,44.0,36.0,42.0,38.0,32.0,188.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15455,COMPLETA,MIRAFLORES,OFICIAL,IE SERGIO CAMARGO,N,69.0,78.0,75.0,69.0,74.0,368.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COL. NUESTRA SEÑORA DE FÁTIMA,N,70.0,68.0,62.0,67.0,68.0,333.0
20172,URBANO,N,ACADÉMICO,15380,COMPLETA,LA CAPILLA,OFICIAL,I.E. LA CANDELARIA,N,62.0,50.0,54.0,53.0,47.0,259.0
20142,URBANO,N,TÉCNICO,15466,COMPLETA,MONGUI,OFICIAL,I.E.T. JOSE ACEVEDO Y GOMEZ,N,60.0,87.0,75.0,75.0,65.0,372.0
20172,URBANO,N,TÉCNICO,15464,COMPLETA,MONGUA,OFICIAL,I.E.T. LISANDRO CELY,N,46.0,53.0,47.0,53.0,54.0,257.0
20162,RURAL,N,ACADÉMICO,15047,MAÑANA,AQUITANIA,OFICIAL,IE SUSE,N,60.0,58.0,61.0,59.0,60.0,297.0
20162,URBANO,N,TÉCNICO,15790,COMPLETA,TASCO,OFICIAL,I.E. JORGE GUILLERMO MOJICA MARQUEZ,N,50.0,63.0,41.0,51.0,51.0,257.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO SALESIANO MALDONADO,N,64.0,89.0,56.0,55.0,67.0,333.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,58.0,45.0,63.0,61.0,55.0,281.0
20194,URBANO,N,TÉCNICO,15051,COMPLETA,ARCABUCO,OFICIAL,I.E.T. ALEJANDRO DE HUMBOLDT,N,52.0,62.0,64.0,58.0,68.0,311.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,80.0,89.0,76.0,76.0,63.0,382.0
20172,URBANO,N,TÉCNICO,15686,MAÑANA,SANTANA,OFICIAL,I.E. TECNICA ANTONIO RICAURTE,N,54.0,46.0,46.0,53.0,49.0,245.0
20162,URBANO,N,TÉCNICO,15051,COMPLETA,ARCABUCO,OFICIAL,I.E.T. ALEJANDRO DE HUMBOLDT,N,54.0,58.0,54.0,56.0,59.0,283.0
20162,URBANO,N,ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,NO OFICIAL,COLEGIO BOLIVARIANO,N,33.0,31.0,26.0,46.0,47.0,187.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,64.0,49.0,52.0,48.0,53.0,258.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E. SILVINO RODRIGUEZ,N,50.0,40.0,45.0,42.0,41.0,213.0
